"ds_entidade";"Classificação Nacional de Atividades Econômicas (CNAE 2.0)";"Ano";"Receita líquida de vendas";"Custo direto de produção - Total";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"Receita líquida de vendas (em valores de 2019)";"Custo direto de produção - Total (em valores de 2019)";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção (em valores de 2019)";"mkp"
"Sub_Setor";"10.1 Abate e fabricação de produtos de carne";"2017";"206403323";"141169620";"11554514";"221955059";"151806235";"12425104";"1,35147810365060"
"Sub_Setor";"10.2 Preservação do pescado e fabricação de produtos do pescado";"2017";"4015973";"2262230";"290525";"4318562";"2432681";"312415";"1,57319170856584"
"Sub_Setor";"10.3 Fabricação de conservas de frutas, legumes e outros vegetais";"2017";"24834956";"15916930";"1475922";"26706179";"17116212";"1587127";"1,42788290270049"
"Sub_Setor";"10.4 Fabricação de óleos e gorduras vegetais e animais";"2017";"131588469";"106953627";"1328151";"141503179";"115012192";"1428222";"1,21524111840868"
"Sub_Setor";"10.5 Laticínios";"2017";"77692946";"52922530";"2534240";"83546826";"56910049";"2725186";"1,40096413837301"
"Sub_Setor";"10.6 Moagem, fabricação de produtos amiláceos e de alimentos para animais";"2017";"65695965";"41935792";"2457094";"70645916";"45095501";"2642227";"1,47987596481112"
"Sub_Setor";"10.7 Fabricação e refino de açúcar";"2017";"64083214";"31836890";"4710362";"68911650";"34235683";"5065271";"1,75343454003053"
"Sub_Setor";"10.8 Torrefação e moagem de café";"2017";"16534013";"12324545";"273043";"17779790";"13253154";"293616";"1,31247449908665"
"Sub_Setor";"10.9 Fabricação de outros produtos alimentícios";"2017";"79029020";"40731939";"6759988";"84983568";"43800942";"7269328";"1,66405166082227"
"Setor";"11 Fabricação de bebidas";"2017";"84511005";"44903876";"2474948";"90878600";"48287219";"2661426";"1,78372947796256"
"Sub_Setor";"11.1 Fabricação de bebidas alcoólicas";"2017";"48005126";"27782208";"1554727";"51622137";"29875496";"1671870";"1,63633747015494"
"Sub_Setor";"11.2 Fabricação de bebidas não-alcoólicas";"2017";"36505879";"17121668";"920221";"39256464";"18411723";"989556";"2,02339561007165"
"Setor";"12 Fabricação de produtos do fumo";"2017";"12839608";"8130186";"455320";"13807026";"8742766";"489627";"1,49549811042005"
"Sub_Setor";"12.1 Processamento industrial do fumo";"2017";"5182320";"4278304";"263125";"5572789";"4600659";"282951";"1,14112099957965"
"Sub_Setor";"12.2 Fabricação de produtos do fumo";"2017";"7657288";"3851882";"192195";"8234237";"4142107";"206676";"1,89345751824211"
"Setor";"13 Fabricação de produtos têxteis";"2017";"44960889";"26036827";"5345346";"48348528";"27998607";"5748098";"1,43268883897874"
"Sub_Setor";"13.1 Preparação e fiação de fibras têxteis";"2017";"6424791";"3946255";"600113";"6908876";"4243591";"645329";"1,41317002935090"
"Sub_Setor";"13.2 Tecelagem, exceto malha";"2017";"15158629";"8985034";"1826524";"16300776";"9662023";"1964146";"1,40207627799805"
"Sub_Setor";"13.3 Fabricação de tecidos de malha";"2017";"6695130";"4322142";"617782";"7199584";"4647800";"664330";"1,35531032461228"
"Sub_Setor";"13.4 Acabamentos em fios, tecidos e artefatos têxteis";"2017";"3077862";"1369738";"684201";"3309768";"1472943";"735753";"1,49851675244494"
"Sub_Setor";"13.5 Fabricação de artefatos têxteis, exceto vestuário";"2017";"13604477";"7413658";"1616726";"14629525";"7972250";"1738540";"1,50652253547579"
"Setor";"14 Confecção de artigos do vestuário e acessórios";"2017";"46934005";"22246708";"8168369";"50470311";"23922916";"8783826";"1,54311642873697"
"Sub_Setor";"14.1 Confecção de artigos do vestuário e acessórios";"2017";"45481498";"21662797";"7913923";"48908363";"23295010";"8510208";"1,53774651144549"
"Sub_Setor";"14.2 Fabricação de artigos de malharia e tricotagem";"2017";"1452507";"583911";"254446";"1561948";"627907";"273618";"1,73256381231385"
"Setor";"15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"2017";"39337770";"20250658";"5727434";"42301727";"21776471";"6158975";"1,51426709859985"
"Sub_Setor";"15.1 Curtimento e outras preparações de couro";"2017";"8675074";"6540048";"611786";"9328709";"7032817";"657882";"1,21298592780537"
"Sub_Setor";"15.2 Fabricação de artigos para viagem e de artefatos diversos de couro";"2017";"2011723";"917080";"322006";"2163299";"986179";"346268";"1,62355397446182"
"Sub_Setor";"15.3 Fabricação de calçados";"2017";"26451418";"11712267";"4331793";"28444436";"12594744";"4658178";"1,64867359010126"
"Sub_Setor";"15.4 Fabricação de partes para calçados, de qualquer material";"2017";"2199555";"1081263";"461849";"2365283";"1162732";"496648";"1,42540204469928"
"Setor";"16 Fabricação de produtos de madeira";"2017";"26053211";"13070354";"3237065";"28016225";"14055157";"3480966";"1,59762933668412"
"Sub_Setor";"16.1 Desdobramento de madeira";"2017";"7636353";"3707727";"1231822";"8211724";"3987091";"1324635";"1,54596158475197"
"Sub_Setor";"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis";"2017";"18416858";"9362627";"2005243";"19804501";"10068067";"2156331";"1,62007992702239"
"Setor";"17 Fabricação de celulose, papel e produtos de papel";"2017";"90341213";"44268137";"5919960";"97148093";"47603579";"6366007";"1,80005257023393"
"Sub_Setor";"17.1 Fabricação de celulose e outras pastas para a fabricação de papel";"2017";"28091100";"10080317";"1065417";"30207662";"10839832";"1145692";"2,52034545234975"
"Sub_Setor";"17.2 Fabricação de papel, cartolina e papel-cartão";"2017";"23821801";"12566967";"1909603";"25616687";"13513842";"2053485";"1,64554179615752"
"Sub_Setor";"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado";"2017";"18073544";"10478127";"1538923";"19435319";"11267616";"1654875";"1,50399174506222"
"Sub_Setor";"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado";"2017";"20354768";"11142726";"1406017";"21888425";"11982290";"1511955";"1,62205632866973"
"Setor";"18 Impressão e reprodução de gravações";"2017";"14776893";"6450941";"2113824";"15890278";"6936996";"2273093";"1,72531213641005"
"Sub_Setor";"18.1 Atividade de impressão";"2017";"11775295";"5547830";"1609418";"12662520";"5965839";"1730682";"1,64522662900601"
"Sub_Setor";"18.2 Serviços de pré-impressão e acabamentos gráficos";"2017";"2348203";"813839";"471151";"2525132";"875159";"506651";"1,82740955182531"
"Sub_Setor";"18.3 Reprodução de materiais gravados em qualquer suporte";"2017";"653395";"89272";"33255";"702626";"95998";"35761";"5,33266137259543"
"Setor";"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis";"2017";"277530481";"93049407";"10860138";"298441388";"100060340";"11678410";"2,67088534551855"
"Sub_Setor";"19.1 Coquerias";"2017";"119012";"23654";"24487";"127979";"25436";"26332";"2,47215471219958"
"Sub_Setor";"19.2 Fabricação de produtos derivados do petróleo";"2017";"238041139";"70442457";"7687741";"255976669";"75750039";"8266984";"3,04672386725553"
"Sub_Setor";"19.3 Fabricação de biocombustíveis";"2017";"39370330";"22583296";"3147910";"42336740";"24284865";"3385094";"1,53006159136109"
"Setor";"20 Fabricação de produtos químicos";"2017";"288714280";"191678919";"10058875";"310467846";"206121225";"10816774";"1,43113629962663"
"Sub_Setor";"20.1 Fabricação de produtos químicos inorgânicos";"2017";"70314026";"48867258";"2543526";"75611931";"52549227";"2735171";"1,36769021067642"
"Sub_Setor";"20.2 Fabricação de produtos químicos orgânicos";"2017";"64631769";"43990125";"1709593";"69501537";"47304620";"1838405";"1,41427063072906"
"Sub_Setor";"20.3 Fabricação de resinas e elastômeros";"2017";"24554304";"18403556";"695790";"26404381";"19790197";"748215";"1,28560967480248"
"Sub_Setor";"20.4 Fabricação de fibras artificiais e sintéticas";"2017";"2805768";"2090334";"111313";"3017172";"2247833";"119700";"1,27439503244616"
"Sub_Setor";"20.5 Fabricação de defensivos agrícolas e desinfestantes domissanitários";"2017";"41731216";"26081081";"529755";"44875511";"28046195";"569670";"1,56820387003249"
"Sub_Setor";"20.6 Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal";"2017";"46220164";"28538694";"2432340";"49702684";"30688980";"2615608";"1,49236748117612"
"Sub_Setor";"20.7 Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins";"2017";"15460335";"9812193";"936474";"16625215";"10551506";"1007034";"1,43834905295699"
"Sub_Setor";"20.9 Fabricação de produtos e preparados químicos diversos";"2017";"22996698";"13895678";"1100084";"24729415";"14942667";"1182971";"1,53354647799825"
"Setor";"21 Fabricação de produtos farmoquímicos e farmacêuticos";"2017";"60938304";"27098384";"2757334";"65529782";"29140148";"2965089";"2,04109323379863"
"Sub_Setor";"21.1 Fabricação de produtos farmoquímicos";"2017";"663659";"316021";"47374";"713663";"339832";"50943";"1,82627443965932"
"Sub_Setor";"21.2 Fabricação de produtos farmacêuticos";"2017";"60274645";"26782363";"2709960";"64816119";"28800316";"2914146";"2,04374016248228"
"Setor";"22 Fabricação de produtos de borracha e de material plástico";"2017";"102250322";"60561149";"9284040";"109954510";"65124210";"9983558";"1,46395655110905"
"Sub_Setor";"22.1 Fabricação de produtos de borracha";"2017";"29488545";"15998390";"2609199";"31710399";"17203810";"2805793";"1,58475904642993"
"Sub_Setor";"22.2 Fabricação de produtos de material plástico";"2017";"72761777";"44562759";"6674841";"78244111";"47920400";"7177766";"1,42008558168220"
"Setor";"23 Fabricação de produtos de minerais não-metálicos";"2017";"76152851";"41486049";"8836301";"81890690";"44611871";"9502084";"1,51330076993622"
"Sub_Setor";"23.1 Fabricação de vidro e de produtos do vidro";"2017";"11649085";"6323565";"1290689";"12526801";"6800023";"1387938";"1,52990496508259"
"Sub_Setor";"23.2 Fabricação de cimento";"2017";"12449315";"7488349";"655356";"13387325";"8052569";"704735";"1,52870407265489"
"Sub_Setor";"23.3 Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes";"2017";"20086205";"10977807";"2565603";"21599627";"11804945";"2758912";"1,48309805285375"
"Sub_Setor";"23.4 Fabricação de produtos cerâmicos";"2017";"15817065";"8106443";"2770039";"17008823";"8717234";"2978751";"1,45424458018687"
"Sub_Setor";"23.9 Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos";"2017";"16151181";"8589885";"1554614";"17368113";"9237101";"1671748";"1,59211223738107"
"Setor";"24 Metalurgia";"2017";"178563445";"119752394";"9344870";"192017548";"128775299";"10048972";"1,38316986330555"
"Sub_Setor";"24.1 Produção de ferro-gusa e de ferroligas";"2017";"14767551";"7501802";"740133";"15880232";"8067035";"795899";"1,79175776076856"
"Sub_Setor";"24.2 Siderurgia";"2017";"88102265";"60521634";"4728424";"94740449";"65081718";"5084693";"1,35022508332483"
"Sub_Setor";"24.3 Produção de tubos de aço, exceto tubos sem costura";"2017";"11888579";"7469231";"743058";"12784340";"8032010";"799045";"1,44765716355087"
"Sub_Setor";"24.4 Metalurgia dos metais não-ferrosos";"2017";"58615940";"41281320";"2360652";"63032437";"44391717";"2538518";"1,34310933520603"
"Sub_Setor";"24.5 Fundição";"2017";"5189110";"2978407";"772603";"5580090";"3202819";"830816";"1,38339007360684"
"Setor";"25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"2017";"80970832";"44380589";"10140928";"87071688";"47724504";"10905010";"1,48511700435628"
"Sub_Setor";"25.1 Fabricação de estruturas metálicas e obras de caldeiraria pesada";"2017";"13189259";"6807010";"2564810";"14183021";"7319893";"2758059";"1,40733166023248"
"Sub_Setor";"25.2 Fabricação de tanques, reservatórios metálicos e caldeiras";"2017";"2605759";"1037915";"422251";"2802093";"1116118";"454066";"1,78456353592674"
"Sub_Setor";"25.3 Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais";"2017";"11844908";"5730478";"1837554";"12737379";"6162249";"1976007";"1,56512393182270"
"Sub_Setor";"25.4 Fabricação de artigos de cutelaria, de serralheria e ferramentas";"2017";"13433049";"6217720";"1742004";"14445180";"6686202";"1873258";"1,68762748557613"
"Sub_Setor";"25.5 Fabricação de equipamento bélico pesado, armas de fogo e munições";"2017";"1660297";"1013710";"254937";"1785394";"1090089";"274146";"1,30871471733272"
"Sub_Setor";"25.9 Fabricação de produtos de metal não especificados anteriormente";"2017";"38237560";"23573756";"3319372";"41118620";"25349952";"3569475";"1,42183386030811"
"Setor";"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos";"2017";"92388652";"63097661";"3139499";"99349799";"67851839";"3376049";"1,39481602170141"
"Sub_Setor";"26.1 Fabricação de componentes eletrônicos";"2017";"7623915";"4882378";"442510";"8198349";"5250247";"475852";"1,43175124058947"
"Sub_Setor";"26.2 Fabricação de equipamentos de informática e periféricos";"2017";"16919347";"12120458";"422077";"18194158";"13033690";"453879";"1,34895752732602"
"Sub_Setor";"26.3 Fabricação de equipamentos de comunicação";"2017";"41346748";"30912409";"1096534";"44462074";"33241546";"1179154";"1,29172487826293"
"Sub_Setor";"26.4 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo";"2017";"17108203";"10545238";"450004";"18397244";"11339783";"483910";"1,55596420706338"
"Sub_Setor";"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios";"2017";"6511307";"3036617";"590595";"7001910";"3265415";"635094";"1,79512722167880"
"Sub_Setor";"26.6 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação";"2017";"2654692";"1482122";"115043";"2854713";"1593794";"123711";"1,66212758230991"
"Sub_Setor";"26.7 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos";"2017";"185913";"95445";"20731";"199921";"102636";"22293";"1,60027027957582"
"Sub_Setor";"26.8 Fabricação de mídias virgens, magnéticas e ópticas";"2017";"38527";"22994";"2005";"41430";"24727";"2156";"1,54114164566583"
"Setor";"27 Fabricação de máquinas, aparelhos e materiais elétricos";"2017";"73645203";"42990676";"6287895";"79194100";"46229866";"6761665";"1,49446709808204"
"Sub_Setor";"27.1 Fabricação de geradores, transformadores e motores elétricos";"2017";"23413737";"12412341";"2358036";"25177877";"13347566";"2535705";"1,58518208438417"
"Sub_Setor";"27.2 Fabricação de pilhas, baterias e acumuladores elétricos";"2017";"3909462";"2460430";"337804";"4204026";"2645814";"363256";"1,39711761060726"
"Sub_Setor";"27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica";"2017";"19424119";"12550548";"1672221";"20887655";"13496186";"1798217";"1,36570586219884"
"Sub_Setor";"27.4 Fabricação de lâmpadas e outros equipamentos de iluminação";"2017";"2051324";"1161778";"210402";"2205884";"1249314";"226255";"1,49493798189742"
"Sub_Setor";"27.5 Fabricação de eletrodomésticos";"2017";"20968750";"12514553";"1272525";"22548669";"13457479";"1368405";"1,52089877202406"
"Sub_Setor";"27.9 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente";"2017";"3877811";"1891026";"436907";"4169990";"2033508";"469826";"1,66577431566974"
"Setor";"28 Fabricação de máquinas e equipamentos";"2017";"114822726";"61072393";"9992790";"123474199";"65673975";"10745710";"1,61573813156859"
"Sub_Setor";"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão";"2017";"22205711";"10891092";"1966870";"23878830";"11711696";"2115066";"1,72700082641401"
"Sub_Setor";"28.2 Fabricação de máquinas e equipamentos de uso geral";"2017";"27558128";"13792006";"2465634";"29634532";"14831183";"2651411";"1,69508784792873"
"Sub_Setor";"28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária";"2017";"32209408";"18983764";"2125092";"34636269";"20414121";"2285210";"1,52587179523135"
"Sub_Setor";"28.4 Fabricação de máquinas-ferramenta";"2017";"6349778";"3345897";"756594";"6828211";"3597998";"813601";"1,54778596711120"
"Sub_Setor";"28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção";"2017";"14982325";"8354624";"1024027";"16111188";"8984114";"1101184";"1,59749253917221"
"Sub_Setor";"28.6 Fabricação de máquinas e equipamentos de uso industrial específico";"2017";"11517376";"5705010";"1654573";"12385168";"6134862";"1779239";"1,56494953586365"
"Setor";"29 Fabricação de veículos automotores, reboques e carrocerias";"2017";"264182894";"180469217";"17787353";"284088109";"194066913";"19127565";"1,33253033682566"
"Sub_Setor";"29.1 Fabricação de automóveis, camionetas e utilitários";"2017";"136387736";"100374894";"6187551";"146664053";"107937775";"6653760";"1,27988557319607"
"Sub_Setor";"29.2 Fabricação de caminhões e ônibus";"2017";"27334336";"19292897";"1175656";"29393878";"20746546";"1264237";"1,33543079474157"
"Sub_Setor";"29.3 Fabricação de cabines, carrocerias e reboques para veículos automotores";"2017";"9261441";"5566739";"1182702";"9959257";"5986172";"1271814";"1,37217897008063"
"Sub_Setor";"29.4 Fabricação de peças e acessórios para veículos automotores";"2017";"90632759";"55040585";"9042790";"97461606";"59187692";"9724131";"1,41429440943146"
"Sub_Setor";"29.5 Recondicionamento e recuperação de motores para veículos automotores";"2017";"566622";"194102";"198654";"609315";"208727";"213622";"1,44268197048549"
"Setor";"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores";"2017";"40302550";"21854952";"3269602";"43339200";"23501643";"3515955";"1,60411006698865"
"Sub_Setor";"30.1 Construção de embarcações";"2017";"7093778";"3313302";"1134689";"7628268";"3562947";"1220184";"1,59482741759145"
"Sub_Setor";"30.3 Fabricação de veículos ferroviários";"2017";"4356101";"2617235";"416717";"4684317";"2814434";"448115";"1,43578441583782"
"Sub_Setor";"30.4 Fabricação de aeronaves";"2017";NA;NA;NA;NA;NA;NA;NA
"Sub_Setor";"30.5 Fabricação de veículos militares de combate";"2017";NA;NA;NA;NA;NA;NA;NA
"Sub_Setor";"30.9 Fabricação de equipamentos de transporte não especificados anteriormente";"2017";"12204594";"7657150";"881436";"13124166";"8234088";"947849";"1,42934602989301"
"Setor";"31 Fabricação de móveis";"2017";"31841757";"17982876";"4463601";"34240917";"19337820";"4799917";"1,41856367928027"
"Sub_Setor";"31.0 Fabricação de móveis";"2017";"31841757";"17982876";"4463601";"34240917";"19337820";"4799917";"1,41856367928027"
"Setor";"32 Fabricação de produtos diversos";"2017";"26721007";"11847698";"3024841";"28734337";"12740379";"3252752";"1,79666746881619"
"Sub_Setor";"32.1 Fabricação de artigos de joalheria, bijuteria e semelhantes";"2017";"2558814";"1087731";"381101";"2751611";"1169688";"409816";"1,74207397442322"
"Sub_Setor";"32.2 Fabricação de instrumentos musicais";"2017";"213987";"93381";"22366";"230110";"100417";"24051";"1,84874769972440"
"Sub_Setor";"32.3 Fabricação de artefatos para pesca e esporte";"2017";"762864";"355224";"103374";"820343";"381989";"111163";"1,66346996716078"
"Sub_Setor";"32.4 Fabricação de brinquedos e jogos recreativos";"2017";"1870870";"884391";"261362";"2011833";"951027";"281055";"1,63287375202160"
"Sub_Setor";"32.5 Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos";"2017";"11420348";"4905536";"1091800";"12280829";"5275150";"1174063";"1,90423681447896"
"Sub_Setor";"32.9 Fabricação de produtos diversos";"2017";"9894124";"4521435";"1164838";"10639610";"4862109";"1252604";"1,74000157924180"
"Setor";"33 Manutenção, reparação e instalação de máquinas e equipamentos";"2017";"32150208";"14611725";"5192654";"34572609";"15712665";"5583901";"1,62338884748671"
"Sub_Setor";"33.1 Manutenção e reparação de máquinas e equipamentos";"2017";"28467812";"13176031";"4579517";"30612758";"14168797";"4924567";"1,60331925548003"
"Sub_Setor";"33.2 Instalação de máquinas e equipamentos";"2017";"3682396";"1435694";"613137";"3959851";"1543868";"659335";"1,79731563999178"
"Total Indústria";"Total";"2018";"3345256082";"1966701076";"190890625";"3470133696";"2040117559";"198016527";"1,55045835616143"
"Indústria";"B Indústrias extrativas";"2018";"188678568";"62762153";"8397849";"195721894";"65105049";"8711339";"2,65146940271306"
"Setor";"05 Extração de carvão mineral";"2018";"1152409";"512613";"156718";"1195428";"531749";"162568";"1,72173259568136"
"Sub_Setor";"05.0 Extração de carvão mineral";"2018";"1152409";"512613";"156718";"1195428";"531749";"162568";"1,72173259568136"
"Setor";"06 Extração de petróleo e gás natural";"2018";"55735574";"24897104";"300333";"57816170";"25826507";"311544";"2,21195409675992"
"Sub_Setor";"06.0 Extração de petróleo e gás natural";"2018";"55735574";"24897104";"300333";"57816170";"25826507";"311544";"2,21195409675992"
"Setor";"07 Extração de minerais metálicos";"2018";"107622081";"29236946";"4142976";"111639588";"30328354";"4297632";"3,22415615590714"
"Sub_Setor";"07.1 Extração de minério de ferro";"2018";"94986131";"24280741";"3393766";"98531941";"25187135";"3520454";"3,43226099745878"
"Sub_Setor";"07.2 Extração de minerais metálicos não-ferrosos";"2018";"12635950";"4956205";"749210";"13107647";"5141219";"777178";"2,21472934045990"
"Setor";"08 Extração de minerais não-metálicos";"2018";"13893889";"5560794";"1577863";"14412545";"5768377";"1636764";"1,94628891680886"
"Sub_Setor";"08.1 Extração de pedra, areia e argila";"2018";"10337607";"4373535";"1278007";"10723507";"4536798";"1325715";"1,82916573919118"
"Sub_Setor";"08.9 Extração de outros minerais não-metálicos";"2018";"3556282";"1187259";"299856";"3689037";"1231579";"311050";"2,39139676487696"
"Setor";"09 Atividades de apoio à extração de minerais";"2018";"10274615";"2554696";"2219959";"10658164";"2650062";"2302830";"2,15190731058056"
"Sub_Setor";"09.1 Atividades de apoio à extração de petróleo e gás natural";"2018";"10025276";"2480829";"2163502";"10399517";"2573438";"2244265";"2,15860497453778"
"Sub_Setor";"09.9 Atividades de apoio à extração de minerais, exceto petróleo e gás natural";"2018";"249339";"73867";"56457";"258647";"76624";"58565";"1,91322396488751"
"Indústria";"C Indústrias de transformação";"2018";"3156577514";"1903938923";"182492776";"3274411802";"1975012510";"189305188";"1,51290718767018"
"Setor";"10 Fabricação de produtos alimentícios";"2018";"717306102";"492666815";"30685821";"744082968";"511057950";"31831315";"1,37059804930456"
"Sub_Setor";"10.1 Abate e fabricação de produtos de carne";"2018";"217359110";"150695371";"11406164";"225473074";"156320793";"11831953";"1,34088249071793"
"Sub_Setor";"10.2 Preservação do pescado e fabricação de produtos do pescado";"2018";"4349085";"2461445";"298162";"4511435";"2553330";"309292";"1,57597984060774"
"Sub_Setor";"10.3 Fabricação de conservas de frutas, legumes e outros vegetais";"2018";"26714236";"15768028";"1381487";"27711472";"16356645";"1433058";"1,55772545171103"
"Sub_Setor";"10.4 Fabricação de óleos e gorduras vegetais e animais";"2018";"165743245";"134837687";"1469152";"171930401";"139871146";"1523995";"1,21595692641658"
"Sub_Setor";"10.5 Laticínios";"2018";"82805361";"58867571";"2807790";"85896465";"61065083";"2912604";"1,34260034570369"
"Sub_Setor";"10.6 Moagem, fabricação de produtos amiláceos e de alimentos para animais";"2018";"72319348";"47256186";"2645205";"75019012";"49020248";"2743950";"1,44924513226495"
"Sub_Setor";"10.7 Fabricação e refino de açúcar";"2018";"47058888";"25986110";"3540490";"48815585";"26956165";"3672656";"1,59377943955620"
"Sub_Setor";"10.8 Torrefação e moagem de café";"2018";"16525238";"11746734";"247551";"17142121";"12185237";"256792";"1,37775932454498"
"Sub_Setor";"10.9 Fabricação de outros produtos alimentícios";"2018";"84431591";"45047683";"6889820";"87583402";"46729302";"7147015";"1,62563824063702"
"Setor";"11 Fabricação de bebidas";"2018";"89827772";"49254132";"2344358";"93181021";"51092777";"2431872";"1,74089923949325"
"Sub_Setor";"11.1 Fabricação de bebidas alcoólicas";"2018";"52980876";"31245840";"1385281";"54958639";"32412240";"1436993";"1,62363027614038"
"Sub_Setor";"11.2 Fabricação de bebidas não-alcoólicas";"2018";"36846896";"18008292";"959077";"38222382";"18680537";"994879";"1,94264665805785"
"Setor";"12 Fabricação de produtos do fumo";"2018";"13804197";"8452077";"563791";"14319504";"8767591";"584837";"1,53110016695009"
"Sub_Setor";"12.1 Processamento industrial do fumo";"2018";"6014103";"4688067";"286166";"6238608";"4863071";"296849";"1,20905132509876"
"Sub_Setor";"12.2 Fabricação de produtos do fumo";"2018";"7790094";"3764010";"277625";"8080896";"3904520";"287989";"1,92746103990093"
"Setor";"13 Fabricação de produtos têxteis";"2018";"47781036";"29044047";"5306405";"49564691";"30128254";"5504492";"1,39098711131952"
"Sub_Setor";"13.1 Preparação e fiação de fibras têxteis";"2018";"6962627";"4658231";"615749";"7222540";"4832122";"638735";"1,32018456649437"
"Sub_Setor";"13.2 Tecelagem, exceto malha";"2018";"15330934";"9429276";"1707233";"15903234";"9781269";"1770964";"1,37663732862785"
"Sub_Setor";"13.3 Fabricação de tecidos de malha";"2018";"7346336";"4913678";"671114";"7620573";"5097104";"696167";"1,31541801377742"
"Sub_Setor";"13.4 Acabamentos em fios, tecidos e artefatos têxteis";"2018";"3144232";"1577640";"684070";"3261605";"1636533";"709606";"1,39020121943132"
"Sub_Setor";"13.5 Fabricação de artefatos têxteis, exceto vestuário";"2018";"14996907";"8465222";"1628239";"15556738";"8781227";"1689021";"1,48580422513150"
"Setor";"14 Confecção de artigos do vestuário e acessórios";"2018";"48887014";"22547873";"8298022";"50711955";"23389580";"8607785";"1,58487909007017"
"Sub_Setor";"14.1 Confecção de artigos do vestuário e acessórios";"2018";"47413783";"22001895";"8060967";"49183728";"22823221";"8361881";"1,57715466345154"
"Sub_Setor";"14.2 Fabricação de artigos de malharia e tricotagem";"2018";"1473231";"545978";"237055";"1528226";"566359";"245904";"1,88144177831586"
"Setor";"15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"2018";"38140560";"18882355";"5649600";"39564338";"19587229";"5860498";"1,55472973923195"
"Sub_Setor";"15.1 Curtimento e outras preparações de couro";"2018";"7173705";"4885376";"598310";"7441498";"5067746";"620645";"1,30819033037267"
"Sub_Setor";"15.2 Fabricação de artigos para viagem e de artefatos diversos de couro";"2018";"1976853";"923793";"319308";"2050648";"958278";"331228";"1,59025935945671"
"Sub_Setor";"15.3 Fabricação de calçados";"2018";"26630889";"11853827";"4277380";"27625014";"12296328";"4437054";"1,65089252155775"
"Sub_Setor";"15.4 Fabricação de partes para calçados, de qualquer material";"2018";"2359113";"1219359";"454602";"2447178";"1264877";"471572";"1,40929985824043"
"Setor";"16 Fabricação de produtos de madeira";"2018";"30876227";"15620390";"3570752";"32028829";"16203495";"3704047";"1,60887908598665"
"Sub_Setor";"16.1 Desdobramento de madeira";"2018";"9101338";"4672766";"1215962";"9441089";"4847199";"1261354";"1,54555245207454"
"Sub_Setor";"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis";"2018";"21774889";"10947624";"2354790";"22587740";"11356296";"2442694";"1,63691259345860"
"Setor";"17 Fabricação de celulose, papel e produtos de papel";"2018";"108181677";"54375075";"6143062";"112220073";"56404884";"6372381";"1,78759099937263"
"Sub_Setor";"17.1 Fabricação de celulose e outras pastas para a fabricação de papel";"2018";"49738351";"19031143";"2012065";"51595072";"19741571";"2087175";"2,36362968041755"
"Sub_Setor";"17.2 Fabricação de papel, cartolina e papel-cartão";"2018";"17685227";"11543029";"1077401";"18345412";"11973928";"1117620";"1,40131730852277"
"Sub_Setor";"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado";"2018";"19844746";"11588489";"1607657";"20585546";"12021085";"1667670";"1,50382892095920"
"Sub_Setor";"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado";"2018";"20913353";"12212414";"1445939";"21694043";"12668301";"1499916";"1,53117678244222"
"Setor";"18 Impressão e reprodução de gravações";"2018";"15336228";"6727450";"2127472";"15908726";"6978584";"2206890";"1,73194388386482"
"Sub_Setor";"18.1 Atividade de impressão";"2018";"12195044";"5787174";"1642101";"12650282";"6003208";"1703400";"1,64148507088511"
"Sub_Setor";"18.2 Serviços de pré-impressão e acabamentos gráficos";"2018";"2545140";"893640";"458924";"2640149";"926999";"476056";"1,88171502420588"
